Date,QQQ,RSP,SPY
2024-05-30,447.78411865234375,159.6248016357422,513.098388671875
2024-05-31,446.9511413574219,161.741943359375,517.7717895507812
2024-06-03,449.3509521484375,160.8833770751953,518.1939697265625
2024-06-04,450.5805969238281,160.3955535888672,518.7732543945312
2024-06-05,459.66424560546875,161.37118530273438,524.9390258789062
2024-06-06,459.50555419921875,161.05899047851562,524.9291381835938
2024-06-07,459.09893798828125,160.55165100097656,524.2909545898438
2024-06-10,460.953369140625,160.98094177246094,525.9109497070312
2024-06-11,464.1167297363281,160.31752014160156,527.177490234375
2024-06-12,470.1955871582031,161.17608642578125,531.5072021484375
2024-06-13,472.7442321777344,160.71749877929688,532.577392578125
2024-06-14,475.193603515625,159.6930694580078,532.9013671875
2024-06-17,481.0146484375,160.85409545898438,537.1427612304688
2024-06-18,481.16339111328125,161.25411987304688,538.5074462890625
2024-06-20,477.45458984375,161.3516845703125,537.0445556640625
2024-06-21,476.17535400390625,161.5565643310547,536.3245849609375
2024-06-24,470.7542724609375,162.3333740234375,534.5811157226562
2024-06-25,476.1376037597656,161.2166748046875,536.6397094726562
2024-06-26,477.1208801269531,160.60934448242188,537.3096313476562
2024-06-27,478.3525085449219,160.8052520751953,538.1566162109375
2024-06-28,475.8694152832031,160.92279052734375,536.0389404296875
2024-07-01,478.66046142578125,159.6199493408203,537.14208984375
2024-07-02,483.68621826171875,160.33505249023438,540.7569580078125
2024-07-03,487.7187194824219,160.40362548828125,543.1701049804688
2024-07-05,492.8040771484375,160.33505249023438,546.3023071289062
2024-07-08,493.9761047363281,160.64852905273438,546.9327392578125
2024-07-09,494.4031677246094,160.3742218017578,547.4645385742188
2024-07-10,499.5581359863281,161.69667053222656,552.8818359375
2024-07-11,488.6027526855469,163.64598083496094,548.1145629882812
2024-07-12,491.4731750488281,165.08595275878906,551.5718994140625
2024-07-15,492.794189453125,165.2720489501953,553.0886840820312
2024-07-16,492.98291015625,168.20095825195312,556.36865234375
2024-07-17,478.5114440917969,167.51524353027344,548.5676879882812
2024-07-18,476.2468566894531,166.07528686523438,544.35205078125
2024-07-19,472.0256042480469,164.9585723876953,540.7372436523438
2024-07-22,479.0577392578125,166.26141357421875,546.3121337890625
2024-07-23,477.36920166015625,165.67369079589844,545.4552001953125
2024-07-24,460.2458190917969,163.734130859375,533.0938720703125
2024-07-25,455.1703796386719,163.93006896972656,530.3162231445312
2024-07-26,459.8385925292969,166.27122497558594,536.255615234375
2024-07-29,460.7622985839844,166.4965057373047,536.5708618164062
2024-07-30,454.4353942871094,167.29974365234375,533.8523559570312
2024-07-31,467.8838195800781,168.09320068359375,542.5298461914062
2024-08-01,456.55096435546875,166.22222900390625,534.8471069335938
2024-08-02,445.7147521972656,163.3619384765625,524.88916015625
2024-08-05,432.4252624511719,159.50242614746094,509.6024169921875
2024-08-06,436.55712890625,161.1383056640625,514.3007202148438
2024-08-07,431.829345703125,160.00198364257812,510.8631896972656
2024-08-08,445.0393981933594,162.90151977539062,522.6729125976562
2024-08-09,447.3635559082031,163.24435424804688,524.9777221679688
2024-08-12,448.32696533203125,162.46072387695312,525.2535400390625
2024-08-13,459.45123291015625,164.3120880126953,533.8916625976562
2024-08-14,459.6002502441406,164.65493774414062,535.575927734375
2024-08-15,471.211181640625,166.88833618164062,544.755859375
2024-08-16,471.8170471191406,167.28994750976562,545.977294921875
2024-08-19,478.0148620605469,168.5634002685547,551.197509765625
2024-08-20,477.01165771484375,167.8972930908203,550.30126953125
2024-08-21,479.23651123046875,169.07276916503906,552.1923828125
2024-08-22,471.63824462890625,168.59278869628906,547.8585205078125
2024-08-23,476.75341796875,170.73802185058594,553.6797485351562
2024-08-26,472.1249084472656,170.70863342285156,552.3598022460938
2024-08-27,473.53533935546875,170.78700256347656,553.1183471679688
2024-08-28,468.1618957519531,170.31680297851562,549.9072875976562
2024-08-29,467.4765930175781,170.9535369873047,549.9564819335938
2024-08-30,473.04864501953125,172.27593994140625,555.2064208984375
2024-09-03,458.68646240234375,170.0621337890625,543.78076171875
2024-09-04,457.4945373535156,169.81724548339844,542.6678466796875
2024-09-05,457.9216613769531,168.77890014648438,541.347900390625
2024-09-06,445.6551818847656,166.96670532226562,532.2369384765625
2024-09-09,451.3861389160156,168.58299255371094,538.1959838867188
2024-09-10,455.5577697753906,168.68092346191406,540.540283203125
2024-09-11,465.45037841796875,168.75930786132812,546.0855102539062
2024-09-12,470.019287109375,169.8074493408203,550.6854248046875
2024-09-13,472.1249084472656,171.43350219726562,553.5614624023438
2024-09-16,470.03912353515625,172.67755126953125,554.3790893554688
2024-09-17,470.2874450683594,172.9322509765625,554.6055297851562
2024-09-18,468.2513122558594,172.6090087890625,552.9607543945312
2024-09-19,480.0906677246094,174.45057678222656,562.3966064453125
2024-09-20,479.1769104003906,173.81387329101562,561.4243774414062
2024-09-23,480.4470520019531,174.70384216308594,562.827392578125
2024-09-24,482.7645568847656,174.95953369140625,564.4378662109375
2024-09-25,483.2121276855469,173.87777709960938,563.19287109375
2024-09-26,486.8425598144531,175.33322143554688,565.42578125
2024-09-27,484.13714599609375,175.9626007080078,564.6057739257812
2024-09-30,485.4500732421875,176.18881225585938,566.8682861328125
2024-10-01,478.6865539550781,175.25457763671875,561.7900390625
2024-10-02,479.3629150390625,175.06771850585938,562.0271606445312
2024-10-03,479.00482177734375,174.24163818359375,560.9996337890625
2024-10-04,484.7040710449219,175.60861206054688,566.09765625
2024-10-07,479.5121154785156,174.24163818359375,560.9798583984375
2024-10-08,486.6734313964844,174.65467834472656,566.2853393554688
2024-10-09,490.5027770996094,175.85446166992188,570.2076416015625
2024-10-10,489.9457702636719,175.195556640625,569.2098999023438
2024-10-11,490.71160888671875,176.91653442382812,572.618408203125
2024-10-14,494.8294372558594,178.21463012695312,577.3014526367188
2024-10-15,488.21514892578125,177.40823364257812,572.8159790039062
2024-10-16,488.2748107910156,178.60800170898438,575.3056640625
2024-10-17,488.61297607421875,178.32281494140625,575.3551025390625
2024-10-18,491.8157043457031,178.85385131835938,577.5681762695312
2024-10-21,492.7606201171875,177.32957458496094,576.6197509765625
2024-10-22,493.2976989746094,176.5330047607422,576.3135375976562
2024-10-23,485.73846435546875,175.95277404785156,571.0474243164062
2024-10-24,489.67724609375,175.9921417236328,572.282470703125
2024-10-25,492.6611633300781,175.15621948242188,572.0848999023438
2024-10-28,492.74072265625,176.14944458007812,573.8534545898438
2024-10-29,497.4751281738281,175.61842346191406,574.7820434570312
2024-10-30,493.7154541015625,175.23489379882812,573.0432739257812
2024-10-31,481.2527160644531,173.3663787841797,561.809814453125
2024-11-01,484.8134460449219,173.4745635986328,564.1809692382812
2024-11-04,483.401123046875,173.68109130859375,562.9656982421875
2024-11-05,489.56781005859375,175.70692443847656,569.7730102539062
2024-11-06,502.8660583496094,179.8667755126953,583.9407348632812
2024-11-07,510.7832946777344,180.04379272460938,588.455810546875
2024-11-08,511.380126953125,181.04689025878906,591.0047607421875
2024-11-11,511.0818176269531,181.95162963867188,591.5679931640625
2024-11-12,510.1567077636719,180.56500244140625,589.7304077148438
2024-11-13,509.5002746582031,180.66334533691406,590.0169067382812
2024-11-14,505.9593811035156,179.2177276611328,586.2230224609375
2024-11-15,493.9044189453125,177.9392852783203,578.7142944335938
2024-11-18,497.3359375,178.65716552734375,581.08544921875
2024-11-19,500.7574462890625,178.17529296875,583.2095947265625
2024-11-20,500.468994140625,178.7751922607422,583.4072265625
2024-11-21,502.269287109375,181.0272216796875,586.5391235351562
2024-11-22,503.074951171875,182.45315551757812,588.3571166992188
2024-11-25,503.8706359863281,184.10531616210938,590.352783203125
2024-11-26,506.5760192871094,184.12496948242188,593.4353637695312
2024-11-27,502.5875244140625,183.9479522705078,591.6371459960938
2024-11-29,507.00372314453125,184.5084991455078,595.3125
2024-12-02,512.5238647460938,184.04629516601562,596.3795776367188
2024-12-03,514.095458984375,183.2300567626953,596.6561279296875
2024-12-04,520.451171875,183.23989868164062,600.3610229492188
2024-12-05,519.0089111328125,182.3253173828125,599.3731079101562
2024-12-06,523.6538696289062,182.11878967285156,600.5093383789062
2024-12-09,519.5759887695312,181.37139892578125,597.4168701171875
2024-12-10,517.8053588867188,180.26014709472656,595.5593872070312
2024-12-11,527.075439453125,180.42733764648438,600.1635131835938
2024-12-12,523.6737060546875,179.7684326171875,597.0711059570312
2024-12-13,527.68212890625,179.13905334472656,596.9525756835938
2024-12-16,535.2811279296875,178.54898071289062,599.5015258789062
2024-12-17,532.9238891601562,177.14273071289062,597.0315551757812
2024-12-18,513.6976318359375,171.901123046875,579.2379150390625
2024-12-19,511.4099426269531,171.33071899414062,579.06005859375
2024-12-20,515.8758544921875,173.7302703857422,586.01513671875
2024-12-23,520.90185546875,173.9671173095703,589.5243530273438
2024-12-24,527.9652099609375,175.2796630859375,596.076904296875
2024-12-26,527.6065673828125,175.56585693359375,596.11669921875
2024-12-27,520.593017578125,174.3717498779297,589.8416137695312
2024-12-30,513.6691284179688,172.61509704589844,583.110595703125
2024-12-31,509.3056640625,172.93087768554688,580.9891967773438
2025-01-02,508.3094482421875,172.42758178710938,579.5616455078125
2025-01-03,516.6280517578125,174.00660705566406,586.8081665039062
2025-01-06,522.5656127929688,173.88816833496094,590.1885375976562
2025-01-07,513.2407836914062,173.30589294433594,583.5169677734375
2025-01-08,513.3304443359375,173.51316833496094,584.3694458007812
2025-01-10,505.2808837890625,170.9768829345703,575.4476928710938
2025-01-13,503.6570129394531,172.37823486328125,576.3399047851562
2025-01-14,503.1788024902344,173.76974487304688,577.1329345703125
2025-01-15,514.7550659179688,175.4375762939453,587.6309814453125
2025-01-16,511.1487121582031,176.81918334960938,586.5008544921875
2025-01-17,519.776123046875,177.6777801513672,592.3892822265625
2025-01-21,522.8246459960938,179.74037170410156,597.8117065429688
2025-01-22,529.5093383789062,179.1087646484375,601.1723022460938
2025-01-23,530.6351318359375,179.95748901367188,604.45361328125
2025-01-24,527.6364135742188,179.799560546875,602.6890258789062
2025-01-27,512.2745361328125,179.91799926757812,594.1637573242188
2025-01-28,519.8458251953125,179.02981567382812,599.26904296875
2025-01-29,518.8695678710938,178.4376678466797,596.58251953125
2025-01-30,521.0811767578125,180.3423614501953,599.7844848632812
2025-01-31,520.3240356445312,178.86203002929688,596.5924682617188
2025-02-03,516.1597900390625,177.88502502441406,592.57763671875
2025-02-04,522.495849609375,178.10215759277344,596.5528564453125
2025-02-05,524.8668823242188,178.97059631347656,598.9715576171875
2025-02-06,527.6065673828125,178.73374938964844,601.0533447265625
2025-02-07,520.9515991210938,177.8554229736328,595.551513671875
2025-02-10,527.2578125,178.35873413085938,599.5961303710938
2025-02-11,526.0025634765625,178.3784637451172,600.0521850585938
2025-02-12,526.3114013671875,177.34225463867188,598.1190795898438
2025-02-13,533.8828125,178.88177490234375,604.4337768554688
2025-02-14,536.1243286132812,178.7041473388672,604.4039916992188
2025-02-18,537.3397827148438,180.07589721679688,606.178466796875
2025-02-19,537.4891967773438,180.4410400390625,607.60595703125
2025-02-20,535.2078247070312,179.98709106445312,605.0780639648438
2025-02-21,524.0997314453125,177.460693359375,594.728759765625
2025-02-24,517.9131469726562,177.60870361328125,592.0225219726562
2025-02-25,511.3877868652344,177.7863311767578,589.0782470703125
2025-02-26,512.6231079101562,177.4113311767578,589.3756713867188
2025-02-27,498.3869323730469,175.8619384765625,579.968017578125
2025-02-28,506.2572021484375,177.81593322753906,589.018798828125
2025-03-03,495.1790466308594,175.921142578125,578.69921875
2025-03-04,493.6846923828125,173.0789337158203,571.8492431640625
2025-03-05,500.1203918457031,174.68753051757812,577.9954223632812
2025-03-06,486.36236572265625,172.7532501220703,567.7352905273438
2025-03-07,489.9388732910156,174.3717498779297,570.9173583984375
2025-03-10,470.95062255859375,171.91439819335938,555.710693359375
2025-03-11,469.8248596191406,169.62486267089844,551.0911254882812
2025-03-12,475.1248474121094,168.8254852294922,554.0155029296875
2025-03-13,466.5771179199219,167.2069854736328,546.6302490234375
2025-03-14,477.8544921875,170.39462280273438,557.9212646484375
2025-03-17,480.9527587890625,172.6940460205078,562.2235717773438
2025-03-18,472.7537841796875,171.79598999023438,556.1468505859375
2025-03-19,479.0798645019531,173.0690460205078,562.2037353515625
2025-03-20,477.4560241699219,172.34864807128906,560.5780029296875
2025-03-21,479.0300598144531,171.5591278076172,560.762939453125
2025-03-24,489.54205322265625,174.21766662597656,570.8053588867188
2025-03-25,492.3356628417969,173.8011932373047,572.177490234375
2025-03-26,483.2763671875,173.4739532470703,565.3466796875
2025-03-27,480.52264404296875,173.0277099609375,563.8452758789062
2025-03-28,467.8715515136719,170.36026000976562,552.4904174804688
2025-03-31,467.85162353515625,171.7782745361328,556.1991577148438
2025-04-01,471.62298583984375,171.95677185058594,557.7700805664062
2025-04-02,475.0650939941406,173.3946075439453,561.2998657226562
2025-04-03,449.6331787109375,165.13441467285156,533.6386108398438
2025-04-04,421.70697021484375,155.86277770996094,502.3977966308594
2025-04-07,422.7246398925781,154.56375122070312,501.5029296875
2025-04-08,415.11199951171875,151.6483917236328,493.64801025390625
2025-04-09,464.938232421875,163.77590942382812,545.4906005859375
2025-04-10,445.16339111328125,158.2624969482422,521.5877685546875
2025-04-11,453.36468505859375,160.66221618652344,530.8943481445312
2025-04-14,456.43768310546875,162.71485900878906,536.0447387695312
2025-04-15,456.94647216796875,162.18931579589844,534.5433349609375
2025-04-16,443.1679382324219,160.10691833496094,522.6615600585938
2025-04-17,443.088134765625,161.29685974121094,523.4072265625
2025-04-21,432.1231384277344,158.05426025390625,510.94873046875
2025-04-22,443.46728515625,161.9513397216797,524.2424926757812
2025-04-23,453.5242919921875,163.51808166503906,532.3658447265625
2025-04-24,466.28515625,166.2847137451172,543.5715942382812
2025-04-25,471.4832763671875,166.0467071533203,547.4990234375
2025-04-28,471.3336181640625,166.5127716064453,547.7078247070312
2025-04-29,474.446533203125,167.48455810546875,551.1580200195312
2025-04-30,474.38665771484375,167.72254943847656,551.3768310546875
2025-05-01,480.5824890136719,167.49447631835938,555.2843627929688
2025-05-02,487.7162170410156,170.4495086669922,563.527099609375
2025-05-05,484.82281494140625,169.88429260253906,560.295654296875
2025-05-06,480.3131408691406,168.6249237060547,555.6124877929688
2025-05-07,482.1988220214844,169.73553466796875,557.9490966796875
2025-05-08,487.1774597167969,171.16346740722656,561.8367919921875
2025-05-09,486.8581848144531,171.1238250732422,561.1209716796875
2025-05-12,506.69287109375,175.8141632080078,579.66455078125
2025-05-13,514.4152221679688,176.2108154296875,583.4925537109375
2025-05-14,517.4982299804688,175.14979553222656,584.23828125
2025-05-15,518.06689453125,176.7462921142578,587.0919189453125
2025-05-16,520.32177734375,178.48162841796875,590.8106079101562
2025-05-19,520.8206787109375,178.4617919921875,591.4568481445312
2025-05-20,519.0846557617188,177.9957275390625,589.46826171875
2025-05-21,511.8710632324219,174.11849975585938,579.5352783203125
2025-05-22,512.8289184570312,173.5631866455078,579.7639770507812
2025-05-23,508.0797119140625,172.8690643310547,575.806640625
2025-05-27,520.0324096679688,176.09182739257812,587.7780151367188
2025-05-28,517.7276611328125,174.594482421875,584.37744140625
2025-05-29,518.745361328125,175.0208740234375,586.6842651367188
2025-05-30,517.92724609375,174.95144653320312,586.0280151367188
2025-06-02,522.0179443359375,175.09030151367188,589.3291015625
2025-06-03,526.0985717773438,176.54795837402344,592.6898193359375
2025-06-04,527.5652465820312,176.1513214111328,592.5307006835938
2025-06-05,523.5942993164062,175.6753387451172,589.6671142578125
2025-06-06,528.7125854492188,177.19253540039062,595.722412109375
2025-06-09,529.4908447265625,177.22227478027344,596.2593383789062
2025-06-10,532.9928588867188,178.1048126220703,599.6399536132812
2025-06-11,531.1968994140625,177.59909057617188,597.9297485351562
2025-06-12,532.444091796875,178.01556396484375,600.3060913085938
2025-06-13,525.7593994140625,175.86375427246094,593.5946044921875
2025-06-16,533.0726318359375,177.5594024658203,599.2421875
2025-06-17,527.87451171875,175.8538360595703,594.12158203125
2025-06-18,527.78466796875,175.8736572265625,594.0321044921875
2025-06-20,525.629638671875,176.16122436523438,592.636962890625
2025-06-23,531.034423828125,177.71646118164062,598.49072265625
2025-06-24,539.1549682617188,179.3991241455078,605.1024169921875
2025-06-25,540.5333251953125,178.1047821044922,605.4414672851562
2025-06-26,545.5874633789062,179.44891357421875,610.1783447265625
2025-06-27,547.4553833007812,180.10606384277344,613.2098999023438
2025-06-30,551.001220703125,180.95237731933594,616.1417846679688
2025-07-01,546.3566284179688,183.07313537597656,615.9423828125
2025-07-02,550.1621704101562,183.49131774902344,618.734619140625
2025-07-03,555.575927734375,184.37745666503906,623.611083984375
2025-07-07,551.3908081054688,182.9038848876953,618.9639892578125
2025-07-08,551.700439453125,183.3618927001953,618.6249389648438
2025-07-09,555.6058959960938,183.90951538085938,622.3345947265625
2025-07-10,554.8068237304688,184.97486877441406,624.0897827148438
2025-07-11,553.5582885742188,183.62075805664062,621.8958129882812
2025-07-14,555.5659790039062,183.8099365234375,623.08251953125
2025-07-15,556.0753173828125,181.2610321044922,620.419921875
2025-07-16,556.6446533203125,181.96795654296875,622.494140625
2025-07-17,561.1494750976562,183.4514923095703,626.3035888671875
2025-07-18,560.610107421875,183.3817901611328,625.8449096679688
2025-07-21,563.5167236328125,182.75453186035156,627.0316162109375
2025-07-22,560.60009765625,185.0843963623047,627.121337890625
2025-07-23,563.1571655273438,186.61770629882812,632.4566040039062
2025-07-24,564.3557739257812,186.02032470703125,632.6659545898438
2025-07-25,565.7141723632812,186.91641235351562,635.3385620117188
2025-07-28,567.4821166992188,185.81121826171875,635.1790161132812
2025-07-29,566.6031494140625,185.72161865234375,633.503662109375
2025-07-30,567.3623046875,184.51686096191406,632.7058715820312
2025-07-31,564.3557739257812,182.8341827392578,630.3324584960938
2025-08-01,553.2386474609375,180.7731475830078,620.0010375976562
2025-08-04,563.44677734375,182.98353576660156,629.4249267578125
2025-08-05,559.6212768554688,182.4757537841797,626.2337646484375
2025-08-06,566.6630859375,182.06752014160156,631.030517578125
2025-08-07,568.5808715820312,181.95799255371094,630.501953125
2025-08-08,573.8847045898438,182.2865753173828,635.4183349609375
2025-08-11,572.1866455078125,181.7887420654297,634.1618041992188
2025-08-12,579.3782958984375,184.0986785888672,640.9131469726562
2025-08-13,579.6680297851562,186.72723388671875,643.1070556640625
2025-08-14,579.2185668945312,185.5125274658203,643.1668701171875
2025-08-15,576.6715087890625,185.0545196533203,641.6610717773438
2025-08-18,576.4417114257812,185.0146942138672,641.5214233398438
2025-08-19,568.620849609375,185.88092041015625,638.0410766601562
2025-08-20,565.2447509765625,185.711669921875,636.3457641601562
2025-08-21,562.6278076171875,185.06446838378906,633.7928466796875
2025-08-22,571.3076782226562,188.66879272460938,643.52587890625
2025-08-25,569.6596069335938,187.22506713867188,640.6936645507812
2025-08-26,571.9469604492188,187.35450744628906,643.3762817382812
2025-08-27,572.825927734375,188.0315704345703,644.8422241210938
2025-08-28,576.4118041992188,187.9419403076172,647.1258544921875
2025-08-29,569.7395629882812,187.80255126953125,643.2666015625
2025-09-02,564.9650268554688,186.3190155029297,638.4998168945312
2025-09-03,569.409912109375,186.0302734375,641.960205078125
2025-09-04,574.5639038085938,187.404296875,647.3253173828125
2025-09-05,575.3929443359375,187.6233367919922,645.4505004882812
2025-09-08,578.19970703125,187.47398376464844,647.0361328125
2025-09-09,579.8378295898438,186.89651489257812,648.531982421875
2025-09-10,580.027587890625,186.70733642578125,650.4067993164062
2025-09-11,583.4036865234375,189.50515747070312,655.8118286132812
2025-09-12,585.9806518554688,188.14109802246094,655.5924072265625
2025-09-15,590.994873046875,187.81251525878906,659.0827026367188
2025-09-16,590.4954223632812,187.31468200683594,658.1752319335938
2025-09-17,589.3168334960938,187.493896484375,657.3575439453125
2025-09-18,594.6306762695312,188.71856689453125,660.4290161132812
2025-09-19,598.6559448242188,188.3900146484375,663.7000122070312
2025-09-22,602.2000122070312,188.47999572753906,666.8400268554688
2025-09-23,598.2000122070312,188.7100067138672,663.2100219726562
2025-09-24,596.0999755859375,188.27000427246094,661.0999755859375
2025-09-25,593.530029296875,186.72000122070312,658.0499877929688
2025-09-26,595.969970703125,188.57000732421875,661.8200073242188
