Date,AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BKNG,COST,CSCO,GOOGL,INTC,INTU,META,MSFT,NFLX,NVDA,PEP,QCOM,QQQ,SPY,TSLA,TXN
2021-01-04,126.09659576416016,485.3399963378906,83.35370635986328,92.30000305175781,159.3314971923828,38.32630157470703,2133.31396484375,360.1974182128906,38.470237731933594,85.71531677246094,44.90293884277344,360.8793640136719,267.292236328125,209.2731475830078,522.8599853515625,13.07745361328125,124.86227416992188,134.0189208984375,300.5498352050781,345.2740783691406,243.2566680908203,141.9910125732422
2021-01-05,127.65562438964844,485.69000244140625,85.97317504882812,92.7699966430664,160.92550659179688,38.58588409423828,2156.962646484375,356.0188293457031,38.48772430419922,86.40654754638672,45.752723693847656,358.1317443847656,269.3097839355469,209.47503662109375,520.7999877929688,13.367902755737305,125.23441314697266,137.565673828125,303.027587890625,347.6519470214844,245.0366668701172,143.03262329101562
2021-01-06,123.3585205078125,466.30999755859375,87.1534194946289,90.33000183105469,156.91900634765625,38.347930908203125,2217.8251953125,350.5990295410156,38.85527420043945,85.55391693115234,46.1956901550293,350.4908752441406,261.6966857910156,204.0435028076172,500.489990234375,12.579827308654785,123.70252227783203,136.44662475585938,298.8299865722656,349.7304382324219,251.9933319091797,143.7415771484375
2021-01-07,127.56792449951172,477.739990234375,90.73243713378906,95.16000366210938,158.10800170898438,39.96401596069336,2208.0068359375,348.6092834472656,39.34535217285156,88.10930633544922,47.18107986450195,357.89874267578125,267.09344482421875,209.8499755859375,508.8900146484375,13.307321548461914,123.30440521240234,140.5167999267578,306.0592346191406,354.9266357421875,272.0133361816406,146.99769592285156
2021-01-08,128.66900634765625,485.1000061035156,91.69195556640625,94.58000183105469,159.13499450683594,40.166805267333984,2249.103759765625,350.5233154296875,39.4328727722168,89.2757568359375,46.69291305541992,364.14178466796875,265.93060302734375,211.12852478027344,510.3999938964844,13.240256309509277,124.78435516357422,141.3651580810547,309.9945983886719,356.94879150390625,293.3399963378906,149.81614685058594
2021-01-11,125.67759704589844,474.239990234375,93.99480438232422,97.25,155.7104949951172,40.17762756347656,2189.69091796875,344.904541015625,39.695404052734375,87.21298217773438,46.59346389770508,362.0802307128906,255.266357421875,209.08090209960938,499.1000061035156,13.584056854248047,122.97554016113281,140.8868408203125,305.51513671875,354.542724609375,270.39666748046875,149.9474334716797
2021-01-12,125.502197265625,471.6499938964844,95.96183776855469,95.36000061035156,156.04150390625,40.50480270385742,2165.115234375,345.0845642089844,40.07169723510742,86.27644348144531,48.13031005859375,355.5940246582031,249.5515594482422,206.619873046875,494.25,13.447683334350586,122.4043197631836,139.388671875,305.02923583984375,354.6176452636719,283.14666748046875,150.81399536132812
2021-01-13,127.53871154785156,472.04998779296875,94.08116149902344,91.77999877929688,158.29449462890625,40.668853759765625,2151.392822265625,347.6902770996094,39.695404052734375,86.76408386230469,51.48423767089844,354.9035949707031,250.09820556640625,207.975341796875,507.7900085449219,13.494551658630371,123.40823364257812,142.06906127929688,307.0892333984375,355.57257080078125,284.8033447265625,150.0350341796875
2021-01-14,125.60939025878906,463.2699890136719,101.51746368408203,90.79000091552734,156.37350463867188,40.746360778808594,2151.560791015625,343.3316345214844,39.51163101196289,85.95316314697266,53.56350326538086,355.4384460449219,244.1349639892578,204.78372192382812,500.8599853515625,13.163962364196777,122.68991088867188,145.1646270751953,305.4471130371094,354.3273620605469,281.6666564941406,150.29757690429688
2021-01-15,123.88470458984375,458.0799865722656,98.96512603759766,88.20999908447266,155.21249389648438,40.18573760986328,2089.1015625,343.1515808105469,39.75665283203125,85.78929901123047,52.05378723144531,360.7868957519531,249.81993103027344,204.427978515625,497.9800109863281,12.824150085449219,122.36970520019531,141.77127075195312,303.027587890625,351.74334716796875,275.38665771484375,148.0918426513672
