Date,AAPL,ADBE,AMAT,AMD,AMZN,AVGO,BKNG,COST,CSCO,GOOGL,INTC,INTU,META,MSFT,NFLX,NVDA,PEP,QCOM,QQQ,SPY,TSLA,TXN
2021-01-04,126.09660339355469,485.3399963378906,83.35371398925781,92.30000305175781,159.3314971923828,38.326297760009766,2133.31396484375,360.1973876953125,38.47023010253906,85.71531677246094,44.90293502807617,360.87939453125,267.292236328125,209.27317810058594,522.8599853515625,13.077454566955566,124.86225891113281,134.01890563964844,300.5498046875,345.2739562988281,243.2566680908203,141.99099731445312
2021-01-05,127.65564727783203,485.69000244140625,85.9731674194336,92.7699966430664,160.92550659179688,38.585880279541016,2156.962890625,356.0189208984375,38.487728118896484,86.40654754638672,45.752716064453125,358.1317138671875,269.30975341796875,209.4750213623047,520.7999877929688,13.367904663085938,125.23440551757812,137.565673828125,303.02764892578125,347.65203857421875,245.0366668701172,143.03257751464844
2021-01-06,123.3585205078125,466.30999755859375,87.15341186523438,90.33000183105469,156.91900634765625,38.34793472290039,2217.824951171875,350.5990905761719,38.85527801513672,85.5539321899414,46.1956901550293,350.4908752441406,261.6967468261719,204.04348754882812,500.489990234375,12.579825401306152,123.70252990722656,136.44656372070312,298.8299865722656,349.7304382324219,251.9933319091797,143.74156188964844
2021-01-07,127.56793975830078,477.739990234375,90.732421875,95.16000366210938,158.10800170898438,39.96401596069336,2208.006591796875,348.6092529296875,39.345340728759766,88.10929870605469,47.18107986450195,357.89874267578125,267.0934143066406,209.84996032714844,508.8900146484375,13.307321548461914,123.30442810058594,140.51681518554688,306.0592041015625,354.9266052246094,272.0133361816406,146.99769592285156
2021-01-08,128.66897583007812,485.1000061035156,91.69194793701172,94.58000183105469,159.13499450683594,40.166812896728516,2249.10400390625,350.5232849121094,39.432861328125,89.27574920654297,46.69291305541992,364.14190673828125,265.9306335449219,211.12850952148438,510.3999938964844,13.240256309509277,124.7844009399414,141.3651580810547,309.9945373535156,356.94891357421875,293.3399963378906,149.816162109375
2021-01-11,125.67757415771484,474.239990234375,93.99480438232422,97.25,155.7104949951172,40.17763137817383,2189.69091796875,344.90447998046875,39.695396423339844,87.21298217773438,46.59346389770508,362.0802917480469,255.266357421875,209.0808868408203,499.1000061035156,13.584057807922363,122.97552490234375,140.88681030273438,305.5151062011719,354.5426940917969,270.39666748046875,149.94740295410156
2021-01-12,125.50220489501953,471.6499938964844,95.96183013916016,95.36000061035156,156.04150390625,40.50481033325195,2165.114990234375,345.0845642089844,40.07170486450195,86.27644348144531,48.130306243896484,355.5941162109375,249.5515899658203,206.61985778808594,494.25,13.44768238067627,122.40428924560547,139.38870239257812,305.029296875,354.6175537109375,283.14666748046875,150.8140106201172
2021-01-13,127.53865051269531,472.04998779296875,94.0811767578125,91.77999877929688,158.29449462890625,40.668853759765625,2151.39306640625,347.69024658203125,39.695396423339844,86.76409149169922,51.48423767089844,354.90362548828125,250.0981903076172,207.97535705566406,507.7900085449219,13.494553565979004,123.40825653076172,142.0690460205078,307.0892639160156,355.57257080078125,284.8033447265625,150.03500366210938
2021-01-14,125.60939025878906,463.2699890136719,101.51747131347656,90.79000091552734,156.37350463867188,40.74637222290039,2151.560791015625,343.3316650390625,39.511619567871094,85.95317840576172,53.563499450683594,355.4384765625,244.13497924804688,204.7837371826172,500.8599853515625,13.16396427154541,122.68991088867188,145.1646270751953,305.4470520019531,354.3273620605469,281.6666564941406,150.29757690429688
2021-01-15,123.88471221923828,458.0799865722656,98.96514129638672,88.20999908447266,155.21249389648438,40.18574142456055,2089.101318359375,343.151611328125,39.756656646728516,85.78929138183594,52.05377960205078,360.7868957519531,249.8199462890625,204.4280548095703,497.9800109863281,12.824151992797852,122.36970520019531,141.77127075195312,303.02764892578125,351.743408203125,275.38665771484375,148.09185791015625
