Date,QQQ,SPY
2022-11-08,264.47430419921875,366.60498046875
2022-11-09,258.3711853027344,359.05218505859375
2022-11-10,277.43597412109375,378.7835388183594
2022-11-11,282.5480651855469,382.4496154785156
2022-11-14,280.07537841796875,379.1961669921875
2022-11-15,283.9512023925781,382.43035888671875
2022-11-16,280.07537841796875,379.5129089355469
2022-11-17,279.4572448730469,378.3517150878906
2022-11-18,279.4670715332031,380.069580078125
2022-11-21,276.5921630859375,378.6876220703125
2022-11-22,280.5758361816406,383.7835388183594
2022-11-23,283.391845703125,386.2020263671875
2022-11-25,281.527587890625,386.11566162109375
2022-11-28,277.3967590332031,379.95440673828125
2022-11-29,275.2969055175781,379.3017883300781
2022-11-30,287.8465576171875,391.25
2022-12-01,288.19976806640625,390.962158203125
2022-12-02,287.0518493652344,390.51104736328125
2022-12-05,282.2341003417969,383.4860534667969
2022-12-06,276.3860778808594,377.9582214355469
2022-12-07,275.2576599121094,377.31524658203125
2022-12-08,278.5152893066406,380.2710876464844
2022-12-09,276.7392578125,377.43035888671875
2022-12-12,280.2127380371094,382.87188720703125
2022-12-13,283.22509765625,385.7701721191406
2022-12-14,281.1253356933594,383.3037109375
2022-12-15,271.6861267089844,373.927490234375
2022-12-16,269.095703125,369.5127868652344
2022-12-19,265.3139343261719,366.3794860839844
2022-12-20,265.10748291015625,366.88079833984375
2022-12-21,268.9530944824219,372.3666687011719
2022-12-22,262.3731384277344,367.0544128417969
2022-12-23,262.9632263183594,369.16571044921875
2022-12-27,259.2453918457031,367.7099914550781
2022-12-28,255.82266235351562,363.14007568359375
2022-12-29,262.0583801269531,369.6767272949219
2022-12-30,261.9010314941406,368.7029724121094
2023-01-03,260.130615234375,367.15081787109375
2023-01-04,261.369873046875,369.9852600097656
2023-01-05,257.2783508300781,365.7624206542969
2023-01-06,264.3795166015625,374.150146484375
2023-01-09,266.09100341796875,373.93804931640625
2023-01-10,268.34326171875,376.5604248046875
2023-01-11,272.9856872558594,381.3231201171875
2023-01-12,274.4609680175781,382.71142578125
2023-01-13,276.3493957519531,384.1961669921875
2023-01-17,276.9100646972656,383.49237060546875
2023-01-18,273.31024169921875,377.437744140625
2023-01-19,270.6251525878906,374.6900939941406
2023-01-20,278.0312805175781,381.6702575683594
2023-01-23,284.2080383300781,386.2497253417969
2023-01-24,283.62774658203125,385.83514404296875
2023-01-25,282.998291015625,385.9797668457031
2023-01-26,288.5159912109375,390.22186279296875
2023-01-27,291.38800048828125,391.118408203125
2023-01-30,285.4964599609375,386.2111511230469
2023-01-31,289.7749938964844,391.8897399902344
2023-02-01,295.97137451171875,396.0546875
2023-02-02,306.59375,401.8199768066406
2023-02-03,301.1448974609375,397.5490417480469
2023-02-06,298.5974426269531,395.1194763183594
2023-02-07,304.7840270996094,400.287109375
2023-02-08,299.3645935058594,395.90997314453125
2023-02-09,296.71881103515625,392.47784423828125
2023-02-10,294.7714538574219,393.3937683105469
2023-02-13,299.49249267578125,398.0118103027344
2023-02-14,301.7054748535156,397.8286437988281
2023-02-15,304.0168151855469,399.12054443359375
2023-02-16,298.3121643066406,393.6250915527344
2023-02-17,296.2073974609375,392.6417236328125
2023-02-21,289.1946716308594,384.7650146484375
2023-02-22,289.4110412597656,384.2347412109375
2023-02-23,291.93878173828125,386.2785949707031
2023-02-24,287.0505065917969,382.15228271484375
2023-02-27,289.1061706542969,383.4538269042969
2023-02-28,288.732421875,382.03662109375
2023-03-01,286.4112548828125,380.57110595703125
2023-03-02,288.7815246582031,383.5308837890625
2023-03-03,294.7517395019531,389.6819152832031
2023-03-06,295.08612060546875,389.9518127441406
2023-03-07,291.4666748046875,383.9743957519531
2023-03-08,292.9223937988281,384.6011047363281
2023-03-09,287.84716796875,377.5052490234375
2023-03-10,283.8048095703125,372.05804443359375
2023-03-13,285.9095764160156,371.52777099609375
2023-03-14,292.4797668457031,377.6692199707031
2023-03-15,294.01409912109375,375.30712890625
2023-03-16,301.76446533203125,381.89190673828125
2023-03-17,300.33831787109375,377.4265441894531
2023-03-20,301.4041748046875,381.0557556152344
2023-03-21,305.70904541015625,386.0592041015625
2023-03-22,301.5519714355469,379.4783020019531
2023-03-23,305.1278076171875,380.504150390625
2023-03-24,306.25079345703125,383.00103759765625
2023-03-27,304.152587890625,383.7171936035156
2023-03-28,302.53704833984375,382.85589599609375
2023-03-29,308.0534973144531,388.4206237792969
2023-03-30,310.96929931640625,390.6949768066406
2023-03-31,316.1409912109375,396.2016296386719
2023-04-03,315.3725891113281,397.71136474609375
2023-04-04,314.3086853027344,395.50482177734375
2023-04-05,311.2057189941406,394.46929931640625
2023-04-06,313.30389404296875,396.0080871582031
2023-04-10,313.1266784667969,396.4145202636719
2023-04-11,311.1170654296875,396.5210266113281
2023-04-12,308.36871337890625,394.9048156738281
2023-04-13,314.4072570800781,400.15020751953125
2023-04-14,313.8161926269531,399.1726989746094
2023-04-17,314.0821228027344,400.60504150390625
2023-04-18,314.1018371582031,400.8663635253906
2023-04-19,313.9540710449219,400.79864501953125
