Pair,Left,Right,BestWindow,PValue,Beta,HalfLife,Z,Conviction,ConvictionBand,Signal,Action,SR_Signal,Support_1s,Resistance_1s,Support_2s,Resistance_2s,GrowthPhase,PhaseGuidance,Notes
XLF-XLI,XLF,XLI,90,0.0397,0.272,4.4,-0.49,1.91,Low,HOLD,HOLD,Inside Band,12.15,12.66,11.90,12.91,Maturity,"Stick to standard entries, HL stable, clean mean reverts",β=0.272; HL=4.4; Z=-0.49; p=0.0397; W=90
